"laus_code","state_fips_code","county_fips_code","county_and_state","year","labor_force","employed","unemployed","unemployment_rate_pct"
"CN0807700000000","8","77","Mesa County, CO","2019","76614","73986","2628","3.4"
"CN0807900000000","8","79","Mineral County, CO","2019","533","521","12","2.3"
"CN0808100000000","8","81","Moffat County, CO","2019","7450","7195","255","3.4"
"CN0808300000000","8","83","Montezuma County, CO","2019","13038","12486","552","4.2"
"CN0808500000000","8","85","Montrose County, CO","2019","22010","21327","683","3.1"
"CN0808700000000","8","87","Morgan County, CO","2019","16582","16146","436","2.6"
"CN0808900000000","8","89","Otero County, CO","2019","8495","8150","345","4.1"
"CN0809100000000","8","91","Ouray County, CO","2019","2454","2383","71","2.9"
"CN0809300000000","8","93","Park County, CO","2019","11292","11010","282","2.5"
"CN0809500000000","8","95","Phillips County, CO","2019","2631","2589","42","1.6"
"CN0809700000000","8","97","Pitkin County, CO","2019","11395","11041","354","3.1"
"CN0809900000000","8","99","Prowers County, CO","2019","6408","6240","168","2.6"
"CN0810100000000","8","101","Pueblo County, CO","2019","76276","73147","3129","4.1"
"CN0810300000000","8","103","Rio Blanco County, CO","2019","3019","2908","111","3.7"
"CN0810500000000","8","105","Rio Grande County, CO","2019","5506","5280","226","4.1"
"CN0810700000000","8","107","Routt County, CO","2019","16491","16132","359","2.2"
"CN0810900000000","8","109","Saguache County, CO","2019","3606","3462","144","4"
"CN0811100000000","8","111","San Juan County, CO","2019","570","553","17","3"
"CN0811300000000","8","113","San Miguel County, CO","2019","5900","5737","163","2.8"
"CN0811500000000","8","115","Sedgwick County, CO","2019","1231","1206","25","2"
"CN0811700000000","8","117","Summit County, CO","2019","23179","22760","419","1.8"
"CN0811900000000","8","119","Teller County, CO","2019","12821","12425","396","3.1"
"CN0812100000000","8","121","Washington County, CO","2019","3000","2941","59","2"
"CN0812300000000","8","123","Weld County, CO","2019","170001","165670","4331","2.5"
"CN0812500000000","8","125","Yuma County, CO","2019","6224","6126","98","1.6"
"CN0900100000000","9","1","Fairfield County, CT","2019","481023","463547","17476","3.6"
"CN0900300000000","9","3","Hartford County, CT","2019","483303","464533","18770","3.9"
"CN0900500000000","9","5","Litchfield County, CT","2019","105182","101543","3639","3.5"
"CN0900700000000","9","7","Middlesex County, CT","2019","93696","90703","2993","3.2"
"CN0900900000000","9","9","New Haven County, CT","2019","461613","443514","18099","3.9"
"CN0901100000000","9","11","New London County, CT","2019","137386","132423","4963","3.6"
"CN0901300000000","9","13","Tolland County, CT","2019","87047","84207","2840","3.3"
"CN0901500000000","9","15","Windham County, CT","2019","64281","61697","2584","4"
"CN1000100000000","10","1","Kent County, DE","2019","79411","76097","3314","4.2"
"CN1000300000000","10","3","New Castle County, DE","2019","300148","289100","11048","3.7"
"CN1000500000000","10","5","Sussex County, DE","2019","107706","103648","4058","3.8"
"CN1100100000000","11","1","District of Columbia","2019","409969","387482","22487","5.5"
"CN1200100000000","12","1","Alachua County, FL","2019","139217","135112","4105","2.9"
"CN1200300000000","12","3","Baker County, FL","2019","11852","11484","368","3.1"
"CN1200500000000","12","5","Bay County, FL","2019","84235","80980","3255","3.9"
"CN1200700000000","12","7","Bradford County, FL","2019","11062","10715","347","3.1"
"CN1200900000000","12","9","Brevard County, FL","2019","284087","275025","9062","3.2"
"CN1201100000000","12","11","Broward County, FL","2019","1040519","1008813","31706","3"
"CN1201300000000","12","13","Calhoun County, FL","2019","4819","4622","197","4.1"
"CN1201500000000","12","15","Charlotte County, FL","2019","71865","69239","2626","3.7"
"CN1201700000000","12","17","Citrus County, FL","2019","47377","45096","2281","4.8"
"CN1201900000000","12","19","Clay County, FL","2019","107718","104467","3251","3"
"CN1202100000000","12","21","Collier County, FL","2019","180626","175040","5586","3.1"
"CN1202300000000","12","23","Columbia County, FL","2019","29797","28831","966","3.2"
"CN1202700000000","12","27","DeSoto County, FL","2019","14185","13686","499","3.5"
"CN1202900000000","12","29","Dixie County, FL","2019","5828","5606","222","3.8"
"CN1203100000000","12","31","Duval County, FL","2019","491946","475890","16056","3.3"
"CN1203300000000","12","33","Escambia County, FL","2019","145919","141253","4666","3.2"
"CN1203500000000","12","35","Flagler County, FL","2019","47030","45235","1795","3.8"
"CN1203700000000","12","37","Franklin County, FL","2019","4650","4486","164","3.5"
"CN1203900000000","12","39","Gadsden County, FL","2019","18833","18061","772","4.1"
"CN1204100000000","12","41","Gilchrist County, FL","2019","7145","6900","245","3.4"
"CN1204300000000","12","43","Glades County, FL","2019","5384","5173","211","3.9"
"CN1204500000000","12","45","Gulf County, FL","2019","5772","5495","277","4.8"
"CN1204700000000","12","47","Hamilton County, FL","2019","4340","4162","178","4.1"
"CN1204900000000","12","49","Hardee County, FL","2019","8502","8074","428","5"
"CN1205100000000","12","51","Hendry County, FL","2019","15587","14680","907","5.8"
"CN1205300000000","12","53","Hernando County, FL","2019","71923","68906","3017","4.2"
"CN1205500000000","12","55","Highlands County, FL","2019","36094","34452","1642","4.5"
"CN1205700000000","12","57","Hillsborough County, FL","2019","750269","727117","23152","3.1"
"CN1205900000000","12","59","Holmes County, FL","2019","6947","6701","246","3.5"
"CN1206100000000","12","61","Indian River County, FL","2019","65457","62949","2508","3.8"
"CN1206300000000","12","63","Jackson County, FL","2019","17145","16522","623","3.6"
"CN1206500000000","12","65","Jefferson County, FL","2019","5623","5436","187","3.3"
"CN1206700000000","12","67","Lafayette County, FL","2019","2855","2769","86","3"
"CN1206900000000","12","69","Lake County, FL","2019","159027","153919","5108","3.2"
"CN1207100000000","12","71","Lee County, FL","2019","348027","337116","10911","3.1"
"CN1207300000000","12","73","Leon County, FL","2019","155493","150713","4780","3.1"
"CN1207500000000","12","75","Levy County, FL","2019","16725","16104","621","3.7"
"CN1207700000000","12","77","Liberty County, FL","2019","2639","2545","94","3.6"
"CN1207900000000","12","79","Madison County, FL","2019","7469","7188","281","3.8"
"CN1208100000000","12","81","Manatee County, FL","2019","179993","174382","5611","3.1"
"CN1208300000000","12","83","Marion County, FL","2019","137624","132335","5289","3.8"
"CN1208500000000","12","85","Martin County, FL","2019","74119","71786","2333","3.1"
"CN1208600000000","12","86","Miami-Dade County, FL","2019","1383989","1350924","33065","2.4"
"CN1208700000000","12","87","Monroe County, FL","2019","46755","45792","963","2.1"
"CN1208900000000","12","89","Nassau County, FL","2019","41210","40000","1210","2.9"
"CN1209100000000","12","91","Okaloosa County, FL","2019","96940","94342","2598","2.7"
"CN1209300000000","12","93","Okeechobee County, FL","2019","17801","17184","617","3.5"
"CN1209500000000","12","95","Orange County, FL","2019","762737","740564","22173","2.9"
"CN1209700000000","12","97","Osceola County, FL","2019","184329","178283","6046","3.3"
"CN1209900000000","12","99","Palm Beach County, FL","2019","733663","709694","23969","3.3"
"CN1210100000000","12","101","Pasco County, FL","2019","237941","229631","8310","3.5"
"CN1210300000000","12","103","Pinellas County, FL","2019","494185","479472","14713","3"
"CN1210500000000","12","105","Polk County, FL","2019","305752","294472","11280","3.7"
"CN1210700000000","12","107","Putnam County, FL","2019","26563","25413","1150","4.3"
"CN1210900000000","12","109","St. Johns County, FL","2019","132464","128970","3494","2.6"
"CN1211100000000","12","111","St. Lucie County, FL","2019","145111","139389","5722","3.9"
"CN1211300000000","12","113","Santa Rosa County, FL","2019","82903","80448","2455","3"
"CN1211500000000","12","115","Sarasota County, FL","2019","189137","183288","5849","3.1"
"CN1211700000000","12","117","Seminole County, FL","2019","255529","248085","7444","2.9"
"CN1211900000000","12","119","Sumter County, FL","2019","32628","31126","1502","4.6"
"CN1212100000000","12","121","Suwannee County, FL","2019","18046","17427","619","3.4"
"CN1212300000000","12","123","Taylor County, FL","2019","8229","7934","295","3.6"
"CN1212500000000","12","125","Union County, FL","2019","4638","4501","137","3"
"CN1212700000000","12","127","Volusia County, FL","2019","254312","245545","8767","3.4"
"CN1212900000000","12","129","Wakulla County, FL","2019","14921","14487","434","2.9"
"CN1213100000000","12","131","Walton County, FL","2019","31577","30685","892","2.8"
"CN1213300000000","12","133","Washington County, FL","2019","9678","9348","330","3.4"
"CN1300100000000","13","1","Appling County, GA","2019","9306","8945","361","3.9"
"CN1300300000000","13","3","Atkinson County, GA","2019","4695","4552","143","3"
"CN1300500000000","13","5","Bacon County, GA","2019","4966","4790","176","3.5"
"CN1300700000000","13","7","Baker County, GA","2019","1163","1108","55","4.7"
"CN1300900000000","13","9","Baldwin County, GA","2019","17409","16671","738","4.2"
"CN1301100000000","13","11","Banks County, GA","2019","9616","9352","264","2.7"
"CN1301300000000","13","13","Barrow County, GA","2019","40385","39247","1138","2.8"
"CN1301500000000","13","15","Bartow County, GA","2019","50539","48885","1654","3.3"
"CN1301700000000","13","17","Ben Hill County, GA","2019","5348","5053","295","5.5"
"CN1301900000000","13","19","Berrien County, GA","2019","7474","7176","298","4"
"CN1302100000000","13","21","Bibb County, GA","2019","67896","65249","2647","3.9"
"CN1302300000000","13","23","Bleckley County, GA","2019","4531","4303","228","5"
"CN1302500000000","13","25","Brantley County, GA","2019","7258","6964","294","4.1"
"CN1302700000000","13","27","Brooks County, GA","2019","6901","6668","233","3.4"
"CN1302900000000","13","29","Bryan County, GA","2019","18286","17738","548","3"
"CN1303100000000","13","31","Bulloch County, GA","2019","36540","35170","1370","3.7"
"CN1303300000000","13","33","Burke County, GA","2019","9154","8689","465","5.1"
"CN1303500000000","13","35","Butts County, GA","2019","10737","10377","360","3.4"
"CN1303700000000","13","37","Calhoun County, GA","2019","2233","2152","81","3.6"
"CN1303900000000","13","39","Camden County, GA","2019","20869","20113","756","3.6"
"CN1304300000000","13","43","Candler County, GA","2019","5548","5383","165","3"
"CN1304500000000","13","45","Carroll County, GA","2019","55210","53325","1885","3.4"
"CN1304700000000","13","47","Catoosa County, GA","2019","33517","32518","999","3"
"CN1304900000000","13","49","Charlton County, GA","2019","4785","4604","181","3.8"
"CN1305100000000","13","51","Chatham County, GA","2019","139657","135052","4605","3.3"
"CN1305300000000","13","53","Chattahoochee County, GA","2019","1997","1906","91","4.6"
"CN1305500000000","13","55","Chattooga County, GA","2019","10307","9795","512","5"
"CN1305700000000","13","57","Cherokee County, GA","2019","135814","132118","3696","2.7"
"CN1305900000000","13","59","Clarke County, GA","2019","59096","56997","2099","3.6"
"CN1306100000000","13","61","Clay County, GA","2019","880","819","61","6.9"
"CN1306300000000","13","63","Clayton County, GA","2019","137796","131980","5816","4.2"
"CN1306500000000","13","65","Clinch County, GA","2019","2654","2550","104","3.9"
"CN1306700000000","13","67","Cobb County, GA","2019","425167","412592","12575","3"
"CN1306900000000","13","69","Coffee County, GA","2019","18869","18138","731","3.9"
"CN1307100000000","13","71","Colquitt County, GA","2019","21377","20702","675","3.2"
"CN1307300000000","13","73","Columbia County, GA","2019","75134","72860","2274","3"
"CN1307500000000","13","75","Cook County, GA","2019","7988","7718","270","3.4"
"CN1307700000000","13","77","Coweta County, GA","2019","74594","72410","2184","2.9"
"CN1307900000000","13","79","Crawford County, GA","2019","5605","5404","201","3.6"
"CN1308100000000","13","81","Crisp County, GA","2019","9433","9065","368","3.9"
"CN1308300000000","13","83","Dade County, GA","2019","8209","7941","268","3.3"
"CN1308500000000","13","85","Dawson County, GA","2019","12320","11971","349","2.8"
"CN1308700000000","13","87","Decatur County, GA","2019","11540","11101","439","3.8"
"CN1308900000000","13","89","DeKalb County, GA","2019","399354","385700","13654","3.4"
"CN1309100000000","13","91","Dodge County, GA","2019","7081","6700","381","5.4"
"CN1309300000000","13","93","Dooly County, GA","2019","5071","4880","191","3.8"
"CN1309500000000","13","95","Dougherty County, GA","2019","38327","36509","1818","4.7"
"CN1309700000000","13","97","Douglas County, GA","2019","73217","70640","2577","3.5"
"CN1309900000000","13","99","Early County, GA","2019","4372","4201","171","3.9"
"CN1310100000000","13","101","Echols County, GA","2019","1909","1856","53","2.8"
"CN1310300000000","13","103","Effingham County, GA","2019","30889","30000","889","2.9"
"CN1310500000000","13","105","Elbert County, GA","2019","7658","7352","306","4"
"CN1310700000000","13","107","Emanuel County, GA","2019","8287","7847","440","5.3"
"CN1310900000000","13","109","Evans County, GA","2019","4862","4698","164","3.4"
"CN1311100000000","13","111","Fannin County, GA","2019","11512","11132","380","3.3"
"CN1311300000000","13","113","Fayette County, GA","2019","57985","56256","1729","3"
"CN1311500000000","13","115","Floyd County, GA","2019","44144","42455","1689","3.8"
"CN1311700000000","13","117","Forsyth County, GA","2019","122076","118737","3339","2.7"
"CN1311900000000","13","119","Franklin County, GA","2019","9942","9592","350","3.5"
"CN1312100000000","13","121","Fulton County, GA","2019","556954","537605","19349","3.5"
"CN1312300000000","13","123","Gilmer County, GA","2019","11861","11444","417","3.5"
"CN1312500000000","13","125","Glascock County, GA","2019","1272","1225","47","3.7"
"CN1312700000000","13","127","Glynn County, GA","2019","39345","38039","1306","3.3"
"CN1312900000000","13","129","Gordon County, GA","2019","27976","27025","951","3.4"
"CN1313100000000","13","131","Grady County, GA","2019","10449","10093","356","3.4"
"CN1313300000000","13","133","Greene County, GA","2019","7010","6740","270","3.9"
"CN1313500000000","13","135","Gwinnett County, GA","2019","489610","474882","14728","3"
"CN1313700000000","13","137","Habersham County, GA","2019","19069","18411","658","3.5"
"CN1313900000000","13","139","Hall County, GA","2019","102061","99222","2839","2.8"
"CN1314100000000","13","141","Hancock County, GA","2019","2447","2312","135","5.5"
"CN1314300000000","13","143","Haralson County, GA","2019","12557","12141","416","3.3"
"CN1314500000000","13","145","Harris County, GA","2019","16649","16139","510","3.1"
"CN1314700000000","13","147","Hart County, GA","2019","11303","10903","400","3.5"
"CN1314900000000","13","149","Heard County, GA","2019","5248","5073","175","3.3"
"CN1315100000000","13","151","Henry County, GA","2019","115495","111409","4086","3.5"
"CN1315300000000","13","153","Houston County, GA","2019","70345","68005","2340","3.3"
"CN1315500000000","13","155","Irwin County, GA","2019","3328","3172","156","4.7"
"CN1315700000000","13","157","Jackson County, GA","2019","36518","35550","968","2.7"
"CN1315900000000","13","159","Jasper County, GA","2019","6939","6726","213","3.1"
"CN1316100000000","13","161","Jeff Davis County, GA","2019","6051","5772","279","4.6"
"CN1316300000000","13","163","Jefferson County, GA","2019","6572","6260","312","4.7"
"CN1316500000000","13","165","Jenkins County, GA","2019","3143","2983","160","5.1"
"CN1316700000000","13","167","Johnson County, GA","2019","4036","3889","147","3.6"
"CN1316900000000","13","169","Jones County, GA","2019","13696","13262","434","3.2"
"CN1317100000000","13","171","Lamar County, GA","2019","8232","7914","318","3.9"
"CN1317300000000","13","173","Lanier County, GA","2019","3748","3601","147","3.9"
"CN1317500000000","13","175","Laurens County, GA","2019","19142","18269","873","4.6"
"CN1317700000000","13","177","Lee County, GA","2019","14717","14268","449","3.1"
"CN1317900000000","13","179","Liberty County, GA","2019","26096","25119","977","3.7"
"CN1318100000000","13","181","Lincoln County, GA","2019","3554","3417","137","3.9"
"CN1318300000000","13","183","Long County, GA","2019","8137","7841","296","3.6"
"CN1318500000000","13","185","Lowndes County, GA","2019","51180","49376","1804","3.5"
"CN1318700000000","13","187","Lumpkin County, GA","2019","16719","16200","519","3.1"
"CN1318900000000","13","189","McDuffie County, GA","2019","8852","8402","450","5.1"
"CN1319100000000","13","191","McIntosh County, GA","2019","6167","5948","219","3.6"
"CN1319300000000","13","193","Macon County, GA","2019","4693","4476","217","4.6"
"CN1319500000000","13","195","Madison County, GA","2019","13282","12877","405","3"
"CN1319700000000","13","197","Marion County, GA","2019","3305","3165","140","4.2"
"CN1319900000000","13","199","Meriwether County, GA","2019","8911","8510","401","4.5"
"CN1320100000000","13","201","Miller County, GA","2019","2749","2659","90","3.3"
"CN1320500000000","13","205","Mitchell County, GA","2019","8445","8060","385","4.6"
"CN1320700000000","13","207","Monroe County, GA","2019","12995","12574","421","3.2"
"CN1320900000000","13","209","Montgomery County, GA","2019","3807","3607","200","5.3"
"CN1321100000000","13","211","Morgan County, GA","2019","9240","8953","287","3.1"
"CN1321300000000","13","213","Murray County, GA","2019","15505","14725","780","5"
"CN1321500000000","13","215","Muscogee County, GA","2019","77490","73977","3513","4.5"
"CN1321700000000","13","217","Newton County, GA","2019","52197","50187","2010","3.9"
"CN1321900000000","13","219","Oconee County, GA","2019","19510","19014","496","2.5"
"CN1322100000000","13","221","Oglethorpe County, GA","2019","6929","6706","223","3.2"
"CN1322300000000","13","223","Paulding County, GA","2019","85916","83397","2519","2.9"
"CN1322500000000","13","225","Peach County, GA","2019","11826","11343","483","4.1"
"CN1322700000000","13","227","Pickens County, GA","2019","15271","14816","455","3"
"CN1322900000000","13","229","Pierce County, GA","2019","8698","8404","294","3.4"
"CN1323100000000","13","231","Pike County, GA","2019","8899","8631","268","3"
"CN1323300000000","13","233","Polk County, GA","2019","18429","17761","668","3.6"
"CN1323500000000","13","235","Pulaski County, GA","2019","4052","3896","156","3.8"
"CN1323700000000","13","237","Putnam County, GA","2019","8185","7831","354","4.3"
"CN1323900000000","13","239","Quitman County, GA","2019","800","760","40","5"
"CN1324100000000","13","241","Rabun County, GA","2019","7152","6900","252","3.5"
"CN1324300000000","13","243","Randolph County, GA","2019","2527","2405","122","4.8"
"CN1324500000000","13","245","Richmond County, GA","2019","85085","81242","3843","4.5"
"CN1324700000000","13","247","Rockdale County, GA","2019","44751","43061","1690","3.8"
"CN1324900000000","13","249","Schley County, GA","2019","2200","2115","85","3.9"
"CN1325100000000","13","251","Screven County, GA","2019","5088","4813","275","5.4"
"CN1325300000000","13","253","Seminole County, GA","2019","3037","2903","134","4.4"
"CN1325500000000","13","255","Spalding County, GA","2019","28675","27530","1145","4"
"CN1325700000000","13","257","Stephens County, GA","2019","10685","10273","412","3.9"
"CN1325900000000","13","259","Stewart County, GA","2019","2396","2296","100","4.2"
"CN1326100000000","13","261","Sumter County, GA","2019","12686","12077","609","4.8"
"CN1326300000000","13","263","Talbot County, GA","2019","2819","2693","126","4.5"
"CN1326500000000","13","265","Taliaferro County, GA","2019","567","539","28","4.9"
"CN1326700000000","13","267","Tattnall County, GA","2019","9560","9194","366","3.8"
"CN1326900000000","13","269","Taylor County, GA","2019","3074","2950","124","4"
"CN1327100000000","13","271","Telfair County, GA","2019","4107","3716","391","9.5"
"CN1327300000000","13","273","Terrell County, GA","2019","3510","3333","177","5"
"CN1327500000000","13","275","Thomas County, GA","2019","16470","15807","663","4"
"CN1327700000000","13","277","Tift County, GA","2019","19751","19088","663","3.4"
"CN1327900000000","13","279","Toombs County, GA","2019","11655","11079","576","4.9"
"CN1328100000000","13","281","Towns County, GA","2019","3893","3705","188","4.8"
"CN1328300000000","13","283","Treutlen County, GA","2019","2642","2503","139","5.3"
"CN1328500000000","13","285","Troup County, GA","2019","37304","36117","1187","3.2"
"CN1328700000000","13","287","Turner County, GA","2019","3139","3019","120","3.8"
"CN1328900000000","13","289","Twiggs County, GA","2019","2878","2722","156","5.4"
"CN1329100000000","13","291","Union County, GA","2019","10274","9953","321","3.1"
