laus_code	state_fips_code	county_fips_code	county_and_state	year	labor_force	employed	unemployed	unemployment_rate_pct
CN4802500000000	48	025	"Bee County, TX"	2019	9853	9419	434	4.4
CN4802700000000	48	027	"Bell County, TX"	2019	143858	138392	5466	3.8
CN4802900000000	48	029	"Bexar County, TX"	2019	949380	919763	29617	3.1
CN4803100000000	48	031	"Blanco County, TX"	2019	6469	6311	158	2.4
CN4803300000000	48	033	"Borden County, TX"	2019	404	394	10	2.5
CN4803500000000	48	035	"Bosque County, TX"	2019	8343	8058	285	3.4
CN4803700000000	48	037	"Bowie County, TX"	2019	39899	38130	1769	4.4
CN4803900000000	48	039	"Brazoria County, TX"	2019	179539	172008	7531	4.2
CN4804100000000	48	041	"Brazos County, TX"	2019	119010	115819	3191	2.7
CN4804300000000	48	043	"Brewster County, TX"	2019	4207	4084	123	2.9
CN4804500000000	48	045	"Briscoe County, TX"	2019	578	558	20	3.5
CN4804700000000	48	047	"Brooks County, TX"	2019	2602	2468	134	5.1
CN4804900000000	48	049	"Brown County, TX"	2019	15701	15117	584	3.7
CN4805100000000	48	051	"Burleson County, TX"	2019	8362	8103	259	3.1
CN4805300000000	48	053	"Burnet County, TX"	2019	23570	22930	640	2.7
CN4805500000000	48	055	"Caldwell County, TX"	2019	19669	19011	658	3.3
CN4805700000000	48	057	"Calhoun County, TX"	2019	12168	11776	392	3.2
CN4805900000000	48	059	"Callahan County, TX"	2019	6113	5925	188	3.1
CN4806100000000	48	061	"Cameron County, TX"	2019	166861	157675	9186	5.5
CN4806300000000	48	063	"Camp County, TX"	2019	4975	4766	209	4.2
CN4806500000000	48	065	"Carson County, TX"	2019	3011	2933	78	2.6
CN4806700000000	48	067	"Cass County, TX"	2019	12430	11895	535	4.3
CN4806900000000	48	069	"Castro County, TX"	2019	3433	3337	96	2.8
CN4807100000000	48	071	"Chambers County, TX"	2019	19489	18604	885	4.5
CN4807300000000	48	073	"Cherokee County, TX"	2019	20936	20143	793	3.8
CN4807500000000	48	075	"Childress County, TX"	2019	2952	2872	80	2.7
CN4807700000000	48	077	"Clay County, TX"	2019	4936	4785	151	3.1
CN4807900000000	48	079	"Cochran County, TX"	2019	1123	1085	38	3.4
CN4808100000000	48	081	"Coke County, TX"	2019	1456	1409	47	3.2
CN4808300000000	48	083	"Coleman County, TX"	2019	2888	2770	118	4.1
CN4808500000000	48	085	"Collin County, TX"	2019	563678	546320	17358	3.1
CN4808700000000	48	087	"Collingsworth County, TX"	2019	1157	1120	37	3.2
CN4808900000000	48	089	"Colorado County, TX"	2019	9860	9557	303	3.1
CN4809100000000	48	091	"Comal County, TX"	2019	73333	71149	2184	3
CN4809300000000	48	093	"Comanche County, TX"	2019	5591	5410	181	3.2
CN4809500000000	48	095	"Concho County, TX"	2019	1238	1198	40	3.2
CN4809700000000	48	097	"Cooke County, TX"	2019	19820	19268	552	2.8
CN4809900000000	48	099	"Coryell County, TX"	2019	24123	23177	946	3.9
CN4810100000000	48	101	"Cottle County, TX"	2019	551	528	23	4.2
CN4810300000000	48	103	"Crane County, TX"	2019	1569	1506	63	4
CN4810500000000	48	105	"Crockett County, TX"	2019	1637	1589	48	2.9
CN4810700000000	48	107	"Crosby County, TX"	2019	2499	2402	97	3.9
CN4810900000000	48	109	"Culberson County, TX"	2019	1044	1002	42	4
CN4811100000000	48	111	"Dallam County, TX"	2019	3918	3842	76	1.9
CN4811300000000	48	113	"Dallas County, TX"	2019	1364652	1317507	47145	3.5
CN4811500000000	48	115	"Dawson County, TX"	2019	4642	4462	180	3.9
CN4811700000000	48	117	"Deaf Smith County, TX"	2019	8470	8237	233	2.8
CN4811900000000	48	119	"Delta County, TX"	2019	2443	2360	83	3.4
CN4812100000000	48	121	"Denton County, TX"	2019	494624	480005	14619	3
CN4812300000000	48	123	"DeWitt County, TX"	2019	9798	9540	258	2.6
CN4812500000000	48	125	"Dickens County, TX"	2019	682	652	30	4.4
CN4812700000000	48	127	"Dimmit County, TX"	2019	7487	7298	189	2.5
CN4812900000000	48	129	"Donley County, TX"	2019	1439	1389	50	3.5
CN4813100000000	48	131	"Duval County, TX"	2019	4966	4744	222	4.5
CN4813300000000	48	133	"Eastland County, TX"	2019	8354	8079	275	3.3
CN4813500000000	48	135	"Ector County, TX"	2019	88186	85859	2327	2.6
CN4813700000000	48	137	"Edwards County, TX"	2019	1054	1030	24	2.3
CN4813900000000	48	139	"Ellis County, TX"	2019	92694	89823	2871	3.1
CN4814100000000	48	141	"El Paso County, TX"	2019	362582	348712	13870	3.8
CN4814300000000	48	143	"Erath County, TX"	2019	20850	20188	662	3.2
CN4814500000000	48	145	"Falls County, TX"	2019	6570	6356	214	3.3
CN4814700000000	48	147	"Fannin County, TX"	2019	17329	16854	475	2.7
CN4814900000000	48	149	"Fayette County, TX"	2019	12313	11987	326	2.6
CN4815100000000	48	151	"Fisher County, TX"	2019	1634	1586	48	2.9
CN4815300000000	48	153	"Floyd County, TX"	2019	2580	2468	112	4.3
CN4815500000000	48	155	"Foard County, TX"	2019	585	567	18	3.1
CN4815700000000	48	157	"Fort Bend County, TX"	2019	392275	378653	13622	3.5
CN4815900000000	48	159	"Franklin County, TX"	2019	4654	4485	169	3.6
CN4816100000000	48	161	"Freestone County, TX"	2019	6400	6093	307	4.8
CN4816300000000	48	163	"Frio County, TX"	2019	10463	10192	271	2.6
CN4816500000000	48	165	"Gaines County, TX"	2019	9812	9577	235	2.4
CN4816700000000	48	167	"Galveston County, TX"	2019	165479	158807	6672	4
CN4816900000000	48	169	"Garza County, TX"	2019	2176	2117	59	2.7
CN4817100000000	48	171	"Gillespie County, TX"	2019	13542	13213	329	2.4
CN4817300000000	48	173	"Glasscock County, TX"	2019	795	778	17	2.1
CN4817500000000	48	175	"Goliad County, TX"	2019	3272	3162	110	3.4
CN4817700000000	48	177	"Gonzales County, TX"	2019	9578	9320	258	2.7
CN4817900000000	48	179	"Gray County, TX"	2019	8080	7791	289	3.6
CN4818100000000	48	181	"Grayson County, TX"	2019	64106	62148	1958	3.1
CN4818300000000	48	183	"Gregg County, TX"	2019	58349	56176	2173	3.7
CN4818500000000	48	185	"Grimes County, TX"	2019	11264	10822	442	3.9
CN4818700000000	48	187	"Guadalupe County, TX"	2019	81486	79087	2399	2.9
CN4818900000000	48	189	"Hale County, TX"	2019	12210	11663	547	4.5
CN4819100000000	48	191	"Hall County, TX"	2019	1073	1029	44	4.1
CN4819300000000	48	193	"Hamilton County, TX"	2019	3672	3561	111	3
CN4819500000000	48	195	"Hansford County, TX"	2019	2779	2714	65	2.3
CN4819700000000	48	197	"Hardeman County, TX"	2019	1722	1670	52	3
CN4819900000000	48	199	"Hardin County, TX"	2019	25321	24158	1163	4.6
CN4820100000000	48	201	"Harris County, TX"	2019	2317346	2228703	88643	3.8
CN4820300000000	48	203	"Harrison County, TX"	2019	29485	28306	1179	4
CN4820500000000	48	205	"Hartley County, TX"	2019	2802	2756	46	1.6
CN4820700000000	48	207	"Haskell County, TX"	2019	2285	2210	75	3.3
CN4820900000000	48	209	"Hays County, TX"	2019	119874	116574	3300	2.8
CN4821100000000	48	211	"Hemphill County, TX"	2019	1937	1884	53	2.7
CN4821300000000	48	213	"Henderson County, TX"	2019	36518	35239	1279	3.5
CN4821500000000	48	215	"Hidalgo County, TX"	2019	352815	330817	21998	6.2
CN4821700000000	48	217	"Hill County, TX"	2019	16409	15867	542	3.3
CN4821900000000	48	219	"Hockley County, TX"	2019	11290	10956	334	3
CN4822100000000	48	221	"Hood County, TX"	2019	27560	26625	935	3.4
CN4822300000000	48	223	"Hopkins County, TX"	2019	17544	17008	536	3.1
CN4822500000000	48	225	"Houston County, TX"	2019	10364	10039	325	3.1
CN4822700000000	48	227	"Howard County, TX"	2019	14040	13604	436	3.1
CN4822900000000	48	229	"Hudspeth County, TX"	2019	1827	1747	80	4.4
CN4823100000000	48	231	"Hunt County, TX"	2019	43412	41871	1541	3.5
CN4823300000000	48	233	"Hutchinson County, TX"	2019	8701	8315	386	4.4
CN4823500000000	48	235	"Irion County, TX"	2019	761	743	18	2.4
CN4823700000000	48	237	"Jack County, TX"	2019	3471	3362	109	3.1
CN4823900000000	48	239	"Jackson County, TX"	2019	7588	7360	228	3
CN4824100000000	48	241	"Jasper County, TX"	2019	12869	12083	786	6.1
CN4824300000000	48	243	"Jeff Davis County, TX"	2019	1040	1010	30	2.9
CN4824500000000	48	245	"Jefferson County, TX"	2019	106962	100737	6225	5.8
CN4824700000000	48	247	"Jim Hogg County, TX"	2019	1884	1794	90	4.8
CN4824900000000	48	249	"Jim Wells County, TX"	2019	16852	16054	798	4.7
CN4825100000000	48	251	"Johnson County, TX"	2019	82176	79532	2644	3.2
CN4825300000000	48	253	"Jones County, TX"	2019	5738	5494	244	4.3
CN4825500000000	48	255	"Karnes County, TX"	2019	7187	7008	179	2.5
CN4825700000000	48	257	"Kaufman County, TX"	2019	64597	62485	2112	3.3
CN4825900000000	48	259	"Kendall County, TX"	2019	22132	21533	599	2.7
CN4826100000000	48	261	"Kenedy County, TX"	2019	223	215	8	3.6
CN4826300000000	48	263	"Kent County, TX"	2019	478	467	11	2.3
CN4826500000000	48	265	"Kerr County, TX"	2019	22251	21593	658	3
CN4826700000000	48	267	"Kimble County, TX"	2019	1862	1805	57	3.1
CN4826900000000	48	269	"King County, TX"	2019	233	228	5	2.1
CN4827100000000	48	271	"Kinney County, TX"	2019	1377	1327	50	3.6
CN4827300000000	48	273	"Kleberg County, TX"	2019	13496	12908	588	4.4
CN4827500000000	48	275	"Knox County, TX"	2019	1444	1397	47	3.3
CN4827700000000	48	277	"Lamar County, TX"	2019	24052	23241	811	3.4
CN4827900000000	48	279	"Lamb County, TX"	2019	5311	5108	203	3.8
CN4828100000000	48	281	"Lampasas County, TX"	2019	9212	8910	302	3.3
CN4828300000000	48	283	"La Salle County, TX"	2019	4401	4295	106	2.4
CN4828500000000	48	285	"Lavaca County, TX"	2019	8590	8333	257	3
CN4828700000000	48	287	"Lee County, TX"	2019	10120	9852	268	2.6
CN4828900000000	48	289	"Leon County, TX"	2019	6325	6049	276	4.4
CN4829100000000	48	291	"Liberty County, TX"	2019	33101	31432	1669	5
CN4829300000000	48	293	"Limestone County, TX"	2019	8593	8260	333	3.9
CN4829500000000	48	295	"Lipscomb County, TX"	2019	1650	1607	43	2.6
CN4829700000000	48	297	"Live Oak County, TX"	2019	5564	5392	172	3.1
CN4829900000000	48	299	"Llano County, TX"	2019	8679	8380	299	3.4
CN4830100000000	48	301	"Loving County, TX"	2019	542	538	4	0.7
CN4830300000000	48	303	"Lubbock County, TX"	2019	158134	153680	4454	2.8
CN4830500000000	48	305	"Lynn County, TX"	2019	2775	2693	82	3
CN4830700000000	48	307	"McCulloch County, TX"	2019	3488	3307	181	5.2
CN4830900000000	48	309	"McLennan County, TX"	2019	119629	115668	3961	3.3
CN4831100000000	48	311	"McMullen County, TX"	2019	821	808	13	1.6
CN4831300000000	48	313	"Madison County, TX"	2019	4555	4361	194	4.3
CN4831500000000	48	315	"Marion County, TX"	2019	4239	4058	181	4.3
CN4831700000000	48	317	"Martin County, TX"	2019	2889	2814	75	2.6
CN4831900000000	48	319	"Mason County, TX"	2019	1772	1715	57	3.2
CN4832100000000	48	321	"Matagorda County, TX"	2019	16712	15766	946	5.7
CN4832300000000	48	323	"Maverick County, TX"	2019	23803	22013	1790	7.5
CN4832500000000	48	325	"Medina County, TX"	2019	21828	21142	686	3.1
CN4832700000000	48	327	"Menard County, TX"	2019	862	832	30	3.5
CN4832900000000	48	329	"Midland County, TX"	2019	107495	105290	2205	2.1
CN4833100000000	48	331	"Milam County, TX"	2019	9788	9301	487	5
CN4833300000000	48	333	"Mills County, TX"	2019	1904	1842	62	3.3
CN4833500000000	48	335	"Mitchell County, TX"	2019	2325	2243	82	3.5
CN4833700000000	48	337	"Montague County, TX"	2019	9323	9058	265	2.8
CN4833900000000	48	339	"Montgomery County, TX"	2019	284078	274419	9659	3.4
CN4834100000000	48	341	"Moore County, TX"	2019	10915	10660	255	2.3
CN4834300000000	48	343	"Morris County, TX"	2019	4808	4552	256	5.3
CN4834500000000	48	345	"Motley County, TX"	2019	483	466	17	3.5
CN4834700000000	48	347	"Nacogdoches County, TX"	2019	28210	27153	1057	3.7
CN4834900000000	48	349	"Navarro County, TX"	2019	24061	23283	778	3.2
CN4835100000000	48	351	"Newton County, TX"	2019	5182	4858	324	6.3
CN4835300000000	48	353	"Nolan County, TX"	2019	7066	6860	206	2.9
CN4835500000000	48	355	"Nueces County, TX"	2019	167411	160536	6875	4.1
CN4835700000000	48	357	"Ochiltree County, TX"	2019	4330	4213	117	2.7
CN4835900000000	48	359	"Oldham County, TX"	2019	916	890	26	2.8
CN4836100000000	48	361	"Orange County, TX"	2019	36395	34518	1877	5.2
CN4836300000000	48	363	"Palo Pinto County, TX"	2019	13602	13175	427	3.1
CN4836500000000	48	365	"Panola County, TX"	2019	10208	9799	409	4
CN4836700000000	48	367	"Parker County, TX"	2019	67332	65373	1959	2.9
CN4836900000000	48	369	"Parmer County, TX"	2019	4897	4787	110	2.2
CN4837100000000	48	371	"Pecos County, TX"	2019	6397	6188	209	3.3
CN4837300000000	48	373	"Polk County, TX"	2019	18023	17171	852	4.7
CN4837500000000	48	375	"Potter County, TX"	2019	55183	53668	1515	2.7
CN4837700000000	48	377	"Presidio County, TX"	2019	3104	2902	202	6.5
CN4837900000000	48	379	"Rains County, TX"	2019	6044	5862	182	3
CN4838100000000	48	381	"Randall County, TX"	2019	72066	70315	1751	2.4
CN4838300000000	48	383	"Reagan County, TX"	2019	1909	1861	48	2.5
CN4838500000000	48	385	"Real County, TX"	2019	1062	1020	42	4
CN4838700000000	48	387	"Red River County, TX"	2019	5108	4873	235	4.6
CN4838900000000	48	389	"Reeves County, TX"	2019	11403	11209	194	1.7
CN4839100000000	48	391	"Refugio County, TX"	2019	3154	3036	118	3.7
CN4839300000000	48	393	"Roberts County, TX"	2019	418	405	13	3.1
CN4839500000000	48	395	"Robertson County, TX"	2019	7656	7383	273	3.6
CN4839700000000	48	397	"Rockwall County, TX"	2019	52083	50482	1601	3.1
CN4839900000000	48	399	"Runnels County, TX"	2019	4604	4475	129	2.8
CN4840100000000	48	401	"Rusk County, TX"	2019	23074	22251	823	3.6
CN4840300000000	48	403	"Sabine County, TX"	2019	3737	3490	247	6.6
CN4840500000000	48	405	"San Augustine County, TX"	2019	3402	3240	162	4.8
CN4840700000000	48	407	"San Jacinto County, TX"	2019	11749	11211	538	4.6
CN4840900000000	48	409	"San Patricio County, TX"	2019	29906	28278	1628	5.4
CN4841100000000	48	411	"San Saba County, TX"	2019	2569	2494	75	2.9
CN4841300000000	48	413	"Schleicher County, TX"	2019	1323	1285	38	2.9
CN4841500000000	48	415	"Scurry County, TX"	2019	6736	6518	218	3.2
CN4841700000000	48	417	"Shackelford County, TX"	2019	1910	1868	42	2.2
CN4841900000000	48	419	"Shelby County, TX"	2019	11178	10738	440	3.9
CN4842100000000	48	421	"Sherman County, TX"	2019	1379	1347	32	2.3
CN4842300000000	48	423	"Smith County, TX"	2019	107171	103584	3587	3.3
CN4842500000000	48	425	"Somervell County, TX"	2019	4364	4209	155	3.6
CN4842700000000	48	427	"Starr County, TX"	2019	25227	22745	2482	9.8
CN4842900000000	48	429	"Stephens County, TX"	2019	4109	3983	126	3.1
CN4843100000000	48	431	"Sterling County, TX"	2019	579	561	18	3.1
CN4843300000000	48	433	"Stonewall County, TX"	2019	588	571	17	2.9
CN4843500000000	48	435	"Sutton County, TX"	2019	1414	1361	53	3.7
CN4843700000000	48	437	"Swisher County, TX"	2019	2628	2531	97	3.7
CN4843900000000	48	439	"Tarrant County, TX"	2019	1082571	1046916	35655	3.3
CN4844100000000	48	441	"Taylor County, TX"	2019	66926	65005	1921	2.9
CN4844300000000	48	443	"Terrell County, TX"	2019	377	364	13	3.4
CN4844500000000	48	445	"Terry County, TX"	2019	5006	4823	183	3.7
CN4844700000000	48	447	"Throckmorton County, TX"	2019	656	631	25	3.8
CN4844900000000	48	449	"Titus County, TX"	2019	12976	12435	541	4.2
CN4845100000000	48	451	"Tom Green County, TX"	2019	54568	52917	1651	3
CN4845300000000	48	453	"Travis County, TX"	2019	741101	722054	19047	2.6
CN4845500000000	48	455	"Trinity County, TX"	2019	5317	5064	253	4.8
CN4845700000000	48	457	"Tyler County, TX"	2019	7156	6744	412	5.8
CN4845900000000	48	459	"Upshur County, TX"	2019	17914	17251	663	3.7
CN4846100000000	48	461	"Upton County, TX"	2019	1675	1626	49	2.9
CN4846300000000	48	463	"Uvalde County, TX"	2019	11501	11065	436	3.8
CN4846500000000	48	465	"Val Verde County, TX"	2019	22932	22162	770	3.4
CN4846700000000	48	467	"Van Zandt County, TX"	2019	26082	25233	849	3.3
CN4846900000000	48	469	"Victoria County, TX"	2019	42854	41380	1474	3.4
CN4847100000000	48	471	"Walker County, TX"	2019	24150	23214	936	3.9
CN4847300000000	48	473	"Waller County, TX"	2019	23475	22597	878	3.7
CN4847500000000	48	475	"Ward County, TX"	2019	7488	7316	172	2.3
CN4847700000000	48	477	"Washington County, TX"	2019	15155	14656	499	3.3
CN4847900000000	48	479	"Webb County, TX"	2019	118626	114247	4379	3.7
CN4848100000000	48	481	"Wharton County, TX"	2019	21670	20935	735	3.4
CN4848300000000	48	483	"Wheeler County, TX"	2019	2279	2210	69	3
CN4848500000000	48	485	"Wichita County, TX"	2019	56362	54574	1788	3.2
CN4848700000000	48	487	"Wilbarger County, TX"	2019	4975	4798	177	3.6
CN4848900000000	48	489	"Willacy County, TX"	2019	6592	6052	540	8.2
CN4849100000000	48	491	"Williamson County, TX"	2019	313899	305127	8772	2.8
CN4849300000000	48	493	"Wilson County, TX"	2019	24876	24174	702	2.8
CN4849500000000	48	495	"Winkler County, TX"	2019	4026	3913	113	2.8
CN4849700000000	48	497	"Wise County, TX"	2019	31891	30864	1027	3.2
CN4849900000000	48	499	"Wood County, TX"	2019	17693	17008	685	3.9
CN4850100000000	48	501	"Yoakum County, TX"	2019	3750	3641	109	2.9
CN4850300000000	48	503	"Young County, TX"	2019	8040	7802	238	3
CN4850500000000	48	505	"Zapata County, TX"	2019	5045	4787	258	5.1
CN4850700000000	48	507	"Zavala County, TX"	2019	3334	3050	284	8.5
CN4900100000000	49	001	"Beaver County, UT"	2019	2869	2783	86	3
CN4900300000000	49	003	"Box Elder County, UT"	2019	25904	25222	682	2.6
CN4900500000000	49	005	"Cache County, UT"	2019	64176	62779	1397	2.2
CN4900700000000	49	007	"Carbon County, UT"	2019	8517	8202	315	3.7
CN4900900000000	49	009	"Daggett County, UT"	2019	393	378	15	3.8
CN4901100000000	49	011	"Davis County, UT"	2019	173800	169589	4211	2.4
CN4901300000000	49	013	"Duchesne County, UT"	2019	7762	7457	305	3.9
CN4901500000000	49	015	"Emery County, UT"	2019	4312	4139	173	4
CN4901700000000	49	017	"Garfield County, UT"	2019	2784	2611	173	6.2
CN4901900000000	49	019	"Grand County, UT"	2019	6195	5953	242	3.9
CN4902100000000	49	021	"Iron County, UT"	2019	24030	23326	704	2.9
CN4902300000000	49	023	"Juab County, UT"	2019	5720	5576	144	2.5
CN4902500000000	49	025	"Kane County, UT"	2019	3818	3707	111	2.9
CN4902700000000	49	027	"Millard County, UT"	2019	5997	5832	165	2.8
CN4902900000000	49	029	"Morgan County, UT"	2019	5563	5428	135	2.4
CN4903100000000	49	031	"Piute County, UT"	2019	482	459	23	4.8
CN4903300000000	49	033	"Rich County, UT"	2019	1172	1136	36	3.1
CN4903500000000	49	035	"Salt Lake County, UT"	2019	634741	618767	15974	2.5
CN4903700000000	49	037	"San Juan County, UT"	2019	5725	5435	290	5.1
CN4903900000000	49	039	"Sanpete County, UT"	2019	12479	12081	398	3.2
CN4904100000000	49	041	"Sevier County, UT"	2019	9741	9438	303	3.1
CN4904300000000	49	043	"Summit County, UT"	2019	25039	24427	612	2.4
CN4904500000000	49	045	"Tooele County, UT"	2019	34002	33024	978	2.9
CN4904700000000	49	047	"Uintah County, UT"	2019	13671	13096	575	4.2
CN4904900000000	49	049	"Utah County, UT"	2019	307609	300283	7326	2.4
CN4905100000000	49	051	"Wasatch County, UT"	2019	16141	15705	436	2.7
CN4905300000000	49	053	"Washington County, UT"	2019	76056	73806	2250	3
CN4905500000000	49	055	"Wayne County, UT"	2019	1417	1339	78	5.5
CN4905700000000	49	057	"Weber County, UT"	2019	127579	123806	3773	3
CN5000100000000	50	001	"Addison County, VT"	2019	20566	20091	475	2.3
CN5000300000000	50	003	"Bennington County, VT"	2019	18070	17539	531	2.9
CN5000500000000	50	005	"Caledonia County, VT"	2019	14460	14030	430	3
CN5000700000000	50	007	"Chittenden County, VT"	2019	96435	94707	1728	1.8
CN5000900000000	50	009	"Essex County, VT"	2019	2682	2595	87	3.2
CN5001100000000	50	011	"Franklin County, VT"	2019	27313	26674	639	2.3
CN5001300000000	50	013	"Grand Isle County, VT"	2019	4041	3925	116	2.9
CN5001500000000	50	015	"Lamoille County, VT"	2019	13888	13454	434	3.1
CN5001700000000	50	017	"Orange County, VT"	2019	15905	15527	378	2.4
CN5001900000000	50	019	"Orleans County, VT"	2019	13275	12713	562	4.2
CN5002100000000	50	021	"Rutland County, VT"	2019	30446	29608	838	2.8
CN5002300000000	50	023	"Washington County, VT"	2019	34360	33586	774	2.3
CN5002500000000	50	025	"Windham County, VT"	2019	21977	21416	561	2.6
CN5002700000000	50	027	"Windsor County, VT"	2019	28809	28205	604	2.1
CN5100100000000	51	001	"Accomack County, VA"	2019	16708	16117	591	3.5
CN5100300000000	51	003	"Albemarle County, VA"	2019	57688	56256	1432	2.5
CN5100500000000	51	005	"Alleghany County, VA"	2019	6915	6677	238	3.4
CN5100700000000	51	007	"Amelia County, VA"	2019	6323	6123	200	3.2
CN5100900000000	51	009	"Amherst County, VA"	2019	15136	14651	485	3.2
CN5101100000000	51	011	"Appomattox County, VA"	2019	7209	6959	250	3.5
CN5101300000000	51	013	"Arlington County, VA"	2019	155769	152803	2966	1.9
CN5101500000000	51	015	"Augusta County, VA"	2019	37722	36806	916	2.4
CN5101700000000	51	017	"Bath County, VA"	2019	2509	2447	62	2.5
CN5101900000000	51	019	"Bedford County, VA"	2019	38712	37606	1106	2.9
CN5102100000000	51	021	"Bland County, VA"	2019	2856	2777	79	2.8
CN5102300000000	51	023	"Botetourt County, VA"	2019	17494	17049	445	2.5
CN5102500000000	51	025	"Brunswick County, VA"	2019	6066	5781	285	4.7
CN5102700000000	51	027	"Buchanan County, VA"	2019	6739	6359	380	5.6
CN5102900000000	51	029	"Buckingham County, VA"	2019	6475	6206	269	4.2
CN5103100000000	51	031	"Campbell County, VA"	2019	26165	25349	816	3.1
CN5103300000000	51	033	"Caroline County, VA"	2019	15369	14879	490	3.2
CN5103500000000	51	035	"Carroll County, VA"	2019	13292	12818	474	3.6
CN5103600000000	51	036	"Charles City County, VA"	2019	3692	3566	126	3.4
CN5103700000000	51	037	"Charlotte County, VA"	2019	5297	5109	188	3.5
CN5104100000000	51	041	"Chesterfield County, VA"	2019	189000	183821	5179	2.7
CN5104300000000	51	043	"Clarke County, VA"	2019	7665	7476	189	2.5
CN5104500000000	51	045	"Craig County, VA"	2019	2312	2238	74	3.2
CN5104700000000	51	047	"Culpeper County, VA"	2019	24818	24175	643	2.6
CN5104900000000	51	049	"Cumberland County, VA"	2019	4664	4523	141	3
CN5105100000000	51	051	"Dickenson County, VA"	2019	4731	4497	234	4.9
CN5105300000000	51	053	"Dinwiddie County, VA"	2019	13769	13319	450	3.3
CN5105700000000	51	057	"Essex County, VA"	2019	5526	5330	196	3.5
CN5105900000000	51	059	"Fairfax County, VA"	2019	641034	626394	14640	2.3
CN5106100000000	51	061	"Fauquier County, VA"	2019	37567	36655	912	2.4
CN5106300000000	51	063	"Floyd County, VA"	2019	8227	8014	213	2.6
CN5106500000000	51	065	"Fluvanna County, VA"	2019	14021	13698	323	2.3
CN5106700000000	51	067	"Franklin County, VA"	2019	26522	25742	780	2.9
CN5106900000000	51	069	"Frederick County, VA"	2019	48459	47290	1169	2.4
CN5107100000000	51	071	"Giles County, VA"	2019	7927	7669	258	3.3
CN5107300000000	51	073	"Gloucester County, VA"	2019	19705	19198	507	2.6
CN5107500000000	51	075	"Goochland County, VA"	2019	11302	10991	311	2.8
CN5107700000000	51	077	"Grayson County, VA"	2019	8053	7819	234	2.9
CN5107900000000	51	079	"Greene County, VA"	2019	10578	10331	247	2.3
CN5108100000000	51	081	"Greensville County, VA"	2019	4307	4160	147	3.4
CN5108300000000	51	083	"Halifax County, VA"	2019	15682	15066	616	3.9
CN5108500000000	51	085	"Hanover County, VA"	2019	59705	58264	1441	2.4
CN5108700000000	51	087	"Henrico County, VA"	2019	183486	178372	5114	2.8
CN5108900000000	51	089	"Henry County, VA"	2019	23868	23069	799	3.3
CN5109100000000	51	091	"Highland County, VA"	2019	1248	1214	34	2.7
CN5109300000000	51	093	"Isle of Wight County, VA"	2019	19570	19017	553	2.8
CN5109500000000	51	095	"James City County, VA"	2019	36841	35860	981	2.7
CN5109700000000	51	097	"King and Queen County, VA"	2019	3871	3763	108	2.8
CN5109900000000	51	099	"King George County, VA"	2019	13515	13157	358	2.6
CN5110100000000	51	101	"King William County, VA"	2019	9228	8976	252	2.7
CN5110300000000	51	103	"Lancaster County, VA"	2019	5464	5230	234	4.3
CN5110500000000	51	105	"Lee County, VA"	2019	8306	7967	339	4.1
CN5110700000000	51	107	"Loudoun County, VA"	2019	224573	219414	5159	2.3
CN5110900000000	51	109	"Louisa County, VA"	2019	20049	19517	532	2.7
CN5111100000000	51	111	"Lunenburg County, VA"	2019	5338	5169	169	3.2
CN5111300000000	51	113	"Madison County, VA"	2019	7461	7295	166	2.2
CN5111500000000	51	115	"Mathews County, VA"	2019	4169	4048	121	2.9
CN5111700000000	51	117	"Mecklenburg County, VA"	2019	12613	12105	508	4
CN5111900000000	51	119	"Middlesex County, VA"	2019	5319	5181	138	2.6
CN5112100000000	51	121	"Montgomery County, VA"	2019	50364	48937	1427	2.8
CN5112500000000	51	125	"Nelson County, VA"	2019	7508	7300	208	2.8
CN5112700000000	51	127	"New Kent County, VA"	2019	12577	12277	300	2.4
CN5113100000000	51	131	"Northampton County, VA"	2019	5485	5241	244	4.4
CN5113300000000	51	133	"Northumberland County, VA"	2019	5704	5458	246	4.3
CN5113500000000	51	135	"Nottoway County, VA"	2019	7298	7095	203	2.8
CN5113700000000	51	137	"Orange County, VA"	2019	17480	16961	519	3
CN5113900000000	51	139	"Page County, VA"	2019	12065	11601	464	3.8
CN5114100000000	51	141	"Patrick County, VA"	2019	7342	7084	258	3.5
CN5114300000000	51	143	"Pittsylvania County, VA"	2019	30210	29191	1019	3.4
CN5114500000000	51	145	"Powhatan County, VA"	2019	14253	13892	361	2.5
CN5114700000000	51	147	"Prince Edward County, VA"	2019	10444	10051	393	3.8
CN5114900000000	51	149	"Prince George County, VA"	2019	15206	14695	511	3.4
CN5115300000000	51	153	"Prince William County, VA"	2019	247826	241558	6268	2.5
CN5115500000000	51	155	"Pulaski County, VA"	2019	16149	15594	555	3.4
CN5115700000000	51	157	"Rappahannock County, VA"	2019	3727	3633	94	2.5
CN5115900000000	51	159	"Richmond County, VA"	2019	4097	3976	121	3
CN5116100000000	51	161	"Roanoke County, VA"	2019	49611	48349	1262	2.5
CN5116300000000	51	163	"Rockbridge County, VA"	2019	10819	10523	296	2.7
CN5116500000000	51	165	"Rockingham County, VA"	2019	42151	41146	1005	2.4
CN5116700000000	51	167	"Russell County, VA"	2019	11227	10754	473	4.2
CN5116900000000	51	169	"Scott County, VA"	2019	9149	8863	286	3.1
CN5117100000000	51	171	"Shenandoah County, VA"	2019	22426	21863	563	2.5
